,Drug_Name,Uses,Image URL,Manufacturer,Rating,Route_of_Administration
99,Walaphage-G-1 Tablet PR,Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/7492e122ccfc4b7a948d204f8013904a.jpg",Wallace Pharmaceuticals Pvt Ltd,5.0,PR
100,Levilex 750 Tablet,Epilepsy/Seizures,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/mt7knxlyhsfv1lomxqy0.jpg",MSN Laboratories,5.0,Tablet
101,Amazeo 300 Tablet,Schizophrenia,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/qkcqaopkoakc8xvzuluk.jpg",Torrent Pharmaceuticals Ltd,5.0,Tablet
102,Nozia Injection,NauseaTreatment VomitingTreatment Diarrhea,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/7be096f76b7f4c268bdb7d3efe3313de.jpg",Zydus Cadila,5.0,Injection
103,Atol AM Tablet,Hypertension (high blood pressure),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/56e27a4a9bd947f09f057c4842fe9496.jpg",East West Pharma,5.0,Tablet
104,Welset Cold Tablet,Common cold,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/8decc07a77984708b5a002fbd7ae2b2d.jpg",Sun Pharmaceutical Industries Ltd,5.0,Tablet
105,Lipril AM Tablet,Hypertension (high blood pressure),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/gxuxst2vpokv9c6z6kmc.jpg",Lupin Ltd,5.0,Tablet
106,Acnecap Gel,Bacterial infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/p7lnudn2e2pixghxhpxe.jpg",Dermcure's Pharma,5.0,Gel
107,Averzine 25mg Syrup,AnxietyTreatment Skin conditions with inflammation & itching,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/b139aacb489d455c96144ab2163d03d9.jpg",Canixa Life Sciences Pvt,5.0,Syrup
108,T-Muce Ointment,Bacterial skin infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/1c72f30bd8624e218afcd0e5c85497bb.jpg",Leeford Healthcare Ltd,5.0,Ointment
109,Atlura 80 Tablet,Schizophrenia,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/ud2boxju8fy8f1ecqdfh.jpg",Torrent Pharmaceuticals Ltd,5.0,Tablet
110,Tolvat 30 Tablet,Low levels sodium blood,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/k5dodztesjiholbdtjtm.jpg",MSN Laboratories,5.0,Tablet
111,Laconext 150 Tablet,Epilepsy/Seizures,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/ub1gq3lc1octgdqmn7ce.jpg",Lupin Ltd,5.0,Tablet
112,Adcox-P Tablet,Pain relief,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/qnt9icrbmbzvtso5k87v.jpg",ADZO Lifesciences Pvt Ltd,5.0,Tablet
113,Azolbest-KT Shampoo,Fungal infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cqo84gq1i97bdmpzgipy.jpg",Prosaic Pharmaceuticals Pvt Ltd,5.0,Shampoo
114,Nimceta Tablet,Pain relief,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/65824e57f12d4e71806d63ed28667c35.jpg",Alkem Laboratories Ltd,5.0,Tablet
115,Atecard-AM Tablet,Hypertension (high blood pressure),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/nyehjwtcomxxjrbwpptr.jpg",Alembic Pharmaceuticals Ltd,5.0,Tablet
116,Genericart Metformin Hydrochloride 1000mg Tablet SR,Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/xnwisaure1lz31murgmd.jpg",Swast Aushadhi Seva Generic Medicine Store,5.0,SR
117,Pptroy D Capsule PR,Gastroesophageal reflux (Acid reflux) Peptic ulcer,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/c5198e48e3674c88b4e13e21f10c07c8.jpg",Troikaa Pharmaceuticals Ltd,5.0,PR
118,Nucarnit Tablet,Carnitine deficiency,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/147b660814934d2da50361bb69fa6cb0.jpg",Emcure Pharmaceuticals Ltd,5.0,Tablet
119,Protol-XL 25 Tablet,Hypertension (high blood pressure) Angina (heart-related chest pain) ArrhythmiaPrevention Heart attackPrevention Migraine,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/elb6vve1bgp8rie2xkwq.jpg",Eris Lifesciences Ltd,5.0,Tablet
120,Glucowise 20mg Tablet,Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/ea9e5d1201a441ce8955d8d34bc18bb9.jpg",Hetero Drugs Ltd,5.0,Tablet
121,Gretacal Injection,Calcium deficiency,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/bfo8rc9caksz4rhsetji.jpg",Oaknet Healthcare Pvt Ltd,5.0,Injection
122,Atropine Sulphate 1% Eye Ointment,MyopiaTreatment Uveitis,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/07f43d1e9a9241bf89bc988a20fbc3eb.jpg",Pharmatak Opthalmics Pvt Ltd,5.0,Ointment
123,Gemtaz 1gm Injection,Non-small cell lung cancer Breast cancer Pancreatic cancer Urinary bladder cancer Ovarian cancer,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/d4f3a460fe2742658061cc6357de7f63.jpg",Sun Pharmaceutical Industries Ltd,5.0,Injection
124,Pancrehenz 10000 Capsule,Pancreatic enzyme deficiency,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/bab65d7291374cceba789e952eb4b9d2.jpg",La Renon Healthcare Pvt Ltd,5.0,Capsule
125,ATR-F Tablet,High cholesterolPrevention Heart attack,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/bcf376fb1fde44c2a07954b76479be87.jpg",Knoll Pharmaceuticals Ltd,5.0,Tablet
126,Grandcef 100 Oral Suspension,Bacterial infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/dobpl1qj2ijdw0ovwelg.jpg",Grandcure Healthcare Pvt Ltd,5.0,Suspension
127,Algest SR 200 Tablet,Hormone replacement therapy Female infertility,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/b425dd0ca3284cbbb70ecdf8c2b51e07.jpg",Cadila Pharmaceuticals Ltd,5.0,Tablet
128,Lupisoz Tablet,Gastroesophageal reflux (Acid reflux) Peptic ulcer diseaseTreatment Zollinger-Ellison syndrome,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/b8194400272b458da0265f456519ccdd.jpg",Lupin Ltd,5.0,Tablet
129,Glitaris 15 Tablet,Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/reetwniluyr8udswbt9z.jpg",Eris Lifesciences Ltd,5.0,Tablet
130,Gabawin 50M Tablet,Neuropathic pain,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/xpagbc5jyuzbqatay7pt.jpg",Icon Life Sciences,5.0,Tablet
131,Grantin Capsule,Neuropathic pain,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/d7d356997a914fb2a0e647f6a8d69d70.jpg",Anthem Biopharma,5.0,Capsule
132,Addwet Eye Drop,Dry eyes,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/scccvxcejznfbj7bd23k.png",Vyonics Health Care Pvt Ltd,5.0,Drop
133,Lipigo 5 Tablet,High cholesterol heart attack stroke,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/snrzkxtvidiqgez4fijc.jpg",Merck Ltd,5.0,Tablet
134,Genorox 250mg Tablet,Bacterial infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/vd8mymc5a3wgxrwjqzhv.jpg",Geno Pharmaceuticals Ltd,5.0,Tablet
135,Glisen VM 1 Tablet SR,Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/breegnh4es3zwcv6acus.jpg",Alembic Pharmaceuticals Ltd,5.0,SR
136,Amlopres Trio Tablet,Hypertension (high blood pressure),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/nyeuhu6sewyuczszpqae.jpg",Cipla Ltd,5.0,Tablet
137,Phexin Kid Tablet DT,Bacterial infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/sdggq8rqqzdcqhcgpact.jpg",Glaxo SmithKline Pharmaceuticals Ltd,5.0,DT
138,Omnix 100 Dry Syrup Strawberry,Bacterial infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/aofdzyxzxzzuysv281cn.jpg",Cipla Ltd,5.0,Strawberry
139,Gabawin M 500mcg/75mg Tablet,Neuropathic pain,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/2451697e71b341859f7ff02c3be18617.jpg",Icon Life Sciences,5.0,Tablet
140,GeneVac-B Paediatric Injection,Hepatitis B infection,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/sok3kydicgtaofxmzlfu.jpg",Serum Institute Of India Ltd,5.0,Injection
141,Glenpar 650mg Tablet,Pain reliefTreatment Fever,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/0e27333d921b4d4ea4a749883b23da93.jpg",Glenmark Pharmaceuticals Ltd,5.0,Tablet
142,Gabacnx NT 100 Tablet,Neuropathic pain,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/d356423c519343f6b1de53f9861fb7f6.jpg",CNX Healthcare Pvt Ltd,5.0,Tablet
143,Glospor Capsule,Fungal infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/87c24b7e8896426aa6057002f975e751.jpg",Glowderma Labs Pvt Ltd,5.0,Capsule
144,Pinom-H 20 Tablet,Hypertension (high blood pressure),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/k9egdqwoskkcb9kb7saz.jpg",Lupin Ltd,5.0,Tablet
145,Guficol Plus 2MIU Injection,Severe bacterial infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/krxrvgefidzq6avhemxd.jpg",Gufic Bioscience Ltd,5.0,Injection
146,Azithral 500mg Injection,Bacterial infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/ff75fd8d199b41b5966491decbc2bffc.jpg",Alembic Pharmaceuticals Ltd,5.0,Injection
147,Losium 50 Tablet,Hypertension (high blood pressure) Heart failure heart attack stroke,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/7ece4069ac0e4cbeb82d5d37223e62c0.jpg",Cadila Pharmaceuticals Ltd,5.0,Tablet
148,Symhylo 1% Eye Drop,Dry eyes,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/srfruu7erw6exk6hiwuu.jpg",Berry & Herbs Pharma Pvt Ltd,5.0,Drop
149,Glyvas F Tablet,High cholesterolPrevention Heart attack,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/eb40e210b5534b5f86477f6d6a6bc711.jpg",Bal Pharma Ltd,5.0,Tablet
150,Pramirol 0.125 Tablet,Parkinson's Restless leg syndrome,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/lzmm9xiod9b9ix1fckhh.jpg",Intas Pharmaceuticals Ltd,5.0,Tablet
151,ZO Eye/Ear Drops,Bacterial eye / ear infectionsTreatment Bacterial infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/n4rpzrdp2tykajbuxopi.jpg",FDC Ltd,5.0,Drops
152,Tribet 1 Tablet ER,Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/5b5320adc81c41e69c10cb754a70c2bc.jpg",Abbott,5.0,ER
153,Odepraz 40mg Tablet,Gastroesophageal reflux (Acid reflux) Peptic ulcer diseaseTreatment Zollinger-Ellison syndrome,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/e80d847a50ce41beb93a661d473e209d.jpg",Indchemie Health Specialities Pvt Ltd,5.0,Tablet
154,Lupin Acp 100mg/325mg Tablet,Pain relief,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/iqonmfwase77eztsnwxz.jpg",Lupin Ltd,5.0,Tablet
155,P2I Tablet,HeartburnTreatment Gastroesophageal reflux (Acid reflux) Peptic ulcer diseaseTreatment Zollinger-Ellison syndrome,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/bnts4qigx1zba0j8zmsr.jpg",Lupin Ltd,5.0,Tablet
156,Alides 5mg Tablet,Allergic conditions,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/24aa35629c104705a755d589ebcde463.jpg",Leeford Healthcare Ltd,5.0,Tablet
157,Lizomed 300 Tablet,Severe bacterial infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/lq9ukzivwdj8nemgrvlz.jpg",Aglowmed Limited,5.0,Tablet
158,Azenam 1gm Injection,Severe bacterial infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/ej9aky3scd3gq02mjb2c.jpg",Aristo Pharmaceuticals Pvt Ltd,5.0,Injection
159,Abhayrab-PF Vaccine,Rabies,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/bbahzs9bfdx9brvz8aiy.jpg",Indian Immunologicals Ltd,5.0,Vaccine
160,Losar-Beta Tablet,Hypertension (high blood pressure),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/30135e75505640d8afcf84aafb73be5e.jpg",Torrent Pharmaceuticals Ltd,5.0,Tablet
161,Lotesurge Ophthalmic Suspension,Redness swelling eye,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/su5qcpcryty8y5wbbkf9.png",Ipca Laboratories Ltd,5.0,Suspension
162,Turbovas-F Tablet,High cholesterolPrevention Heart attack,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/ha5jrtv6dwert7er62o3.jpg",Micro Labs Ltd,5.0,Tablet
163,Prelid 8mg Tablet,Rheumatic disorderTreatment Systemic lupus erythematosus (SLE) Allergic conditionsTreatment Eye disordersTreatment Skin disorders,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/667cbc6995b541769b054863154c4537.jpg",Glowderma Labs Pvt Ltd,5.0,Tablet
164,Seradic Tablet,Pain relief,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/yi9pyk25efhlouxkqi3h.jpg",Obsurge Biotech Ltd,5.0,Tablet
165,Salbetol 4mg Tablet,Chronic obstructive pulmonary (COPD) Asthma,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/987740796adf46c4ad5261adb696ae76.jpg",FDC Ltd,5.0,Tablet
166,Gloritel M  40 Tablet,Hypertension (high blood pressure),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/qhrpgx8dffcswp6cgurt.jpg",Oaknet Healthcare Pvt Ltd,5.0,Tablet
167,Gloritel M  40 Tablet,Hypertension (high blood pressure),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/qhrpgx8dffcswp6cgurt.jpg",Oaknet Healthcare Pvt Ltd,5.0,Tablet
168,Gloritel  40 Tablet,Hypertension (high blood pressure) heart attack strokeTreatment Heart failure,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/fju3xxjhfkjbkj8lnhw4.jpg",Oaknet Healthcare Pvt Ltd,5.0,Tablet
169,Ozomet-PG 1 Tablet,Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/ouywtnr1li7si0u7kgl0.jpg",Ozone Pharmaceuticals Ltd,5.0,Tablet
170,Genericart Amlodipine+Lisinopril 5mg/5mg Tablet,Hypertension (high blood pressure),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/lsfhpzwaymjvisrciwrx.jpg",Swast Aushadhi Seva Generic Medicine Store,5.0,Tablet
171,Glifil M 2.5mg/250mg Tablet,Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/f14a026c63e3401f903e176e78310aa8.jpg",Fourrts India Laboratories Pvt Ltd,5.0,Tablet
172,Glimed 4 Tablet,Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/xopf7simofx3u1heyisn.jpg",Knoll Pharmaceuticals Ltd,5.0,Tablet
173,Glypan-M Tablet,Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/ueth49hbgwglgpppg1io.jpg",Cure Quick Pharmaceuticals,5.0,Tablet
174,Ocid QRS 20 Tablet,HeartburnTreatment Gastroesophageal reflux (Acid reflux) Peptic ulcer diseaseTreatment Zollinger-Ellison syndrome,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/abmg0jdsl79viq5hiwxa.jpg",Zydus Cadila,5.0,Tablet
175,Gam-DSR Capsule,Gastroesophageal reflux (Acid reflux) Peptic ulcer,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/zuikx5xoaieb6hg49b2v.jpg",Gamete Pharma Pvt Ltd,5.0,Capsule
176,Piritexyl Plus Cough Syrup,Dry cough,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/7e1ec648e7cf408db138673808162aab.jpg",Jenburkt Pharmaceuticals Ltd,5.0,Syrup
177,Glimisave M2 750 Tablet PR,Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/0a04b773a9854e188133014b73b30366.jpg",Eris Lifesciences Ltd,5.0,PR
178,Tolsama 15 Tablet,Low levels sodium blood,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/ga1rxgsmzzcvzhu3zdei.jpg",MSN Laboratories,5.0,Tablet
179,Gositis Mouth Wash,Inflammation gums,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/62e58dae01ef4789bd0674b5abab7225.jpg",Genspec Lifesciences,5.0,Wash
180,Troyace SP Tablet,Pain relief,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/b5616d509ab745cd819f15f6eb835a24.jpg",Troikaa Pharmaceuticals Ltd,5.0,Tablet
181,Xirtam AM Tablet,Hypertension (high blood pressure),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/vbdgv8mmabx4txktqavy.jpg",Bayer Zydus Pharma Pvt Ltd,5.0,Tablet
182,Lornoxi P Tablet,Pain relief,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/c9d57239372141b3afbbf512d7deea50.jpg",Hetero Drugs Ltd,5.0,Tablet
183,Glyree-M 2 Tablet PR,Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/c3383ae057da4c6598ea2414086d8eef.jpg",Ipca Laboratories Ltd,5.0,PR
184,Xentas 0.5mg Tablet,Schizophrenia Depression Bipolar disorder,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/otjxdterekepczrly7bj.jpg",Tas Med India Pvt Ltd,5.0,Tablet
185,Predsol Eye Drop,Redness swelling eye,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/02e12b22e051409b98e9e345bb62abe3.jpg",Entod Pharmaceuticals Ltd,5.0,Drop
186,Amnurite Beta 5/20 ER Tablet,Migraine,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/v3coxcgdosvumpr1gxck.jpg",Health N U Therapeutics Pvt Ltd,5.0,Tablet
187,Geminor M 0.5 Tablet PR,Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/39eb0cf32e334fa882e7a3eb4eeb3c47.jpg",Macleods Pharmaceuticals Pvt Ltd,5.0,PR
188,Lyortam 1gm Injection,Severe bacterial infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/fd8e87dcbf8749588c3fe443b5b1e789.jpg",United Biotech Pvt Ltd,5.0,Injection
189,Lipitas 5mg Tablet,High cholesterol heart attack stroke,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/yjnn3ukioguocwdyldhe.jpg",Intas Pharmaceuticals Ltd,5.0,Tablet
190,Amicon 25mg Tablet,Depression Neuropathic painTreatment Migraine,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/282e0c311d2c4bf8a9770f3b0dea9395.jpg",Icon Life Sciences,5.0,Tablet
191,GR8 Capsule,Gastroesophageal reflux (Acid reflux) Peptic ulcer,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/cuqtnpgxnrsyqx7nxu6j.jpg",Franco-Indian Pharmaceuticals Pvt Ltd,5.0,Capsule
192,Akynzeo 300mg/0.5mg Capsule,Nausea vomiting chemotherapy,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/y5obpvjzkpznplfxx19d.jpg",Glenmark Pharmaceuticals Ltd,5.0,Capsule
193,Glitaray M 1  Tablet PR,Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/59ff7a628e2348829cc1d528e26cad4e.jpg",Lloyd Healthcare Pvt Ltd,5.0,PR
194,Xicaine Injection,Local anesthesia (Numb tissues a specific area),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/dqudwpdmml5ljnanifrd.png",Icpa Health Products Ltd,5.0,Injection
195,Tsart-AM Tablet,Hypertension (high blood pressure),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/ebssovkly9anplxnptz9.jpg",Alkem Laboratories Ltd,5.0,Tablet
196,Aminogen Eye Drop,Bacterial eye infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/4e2db9a531c548728e8bad23fa495d8b.jpg",Jawa Pharmaceuticals  Pvt Ltd,5.0,Drop
197,Nimegesic 100mg Tablet IR,Pain reliefTreatment Fever,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/289bc325371c4f6b84873a770c3740ef.jpg",Alembic Pharmaceuticals Ltd,5.0,IR
198,Asomex-TM 5 Tablet,Hypertension (high blood pressure),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/465a878094764e4ca45a14478f146241.jpg",Emcure Pharmaceuticals Ltd,5.0,Tablet
